time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-11-06T03:53:51.150Z,32.8928333,-115.99,10.29,2.55,ml,76,45,0.01852,0.22,ci,ci38037848,2017-11-09T22:52:06.241Z,"18km N of Ocotillo, CA",earthquake,0.16,0.4,0.155,25,reviewed,ci,ci
2017-11-05T15:27:20.750Z,38.3436667,-119.3233333,5.12,2.5,md,26,174,0.09124,0.14,nc,nc72919506,2018-07-02T18:48:07.092Z,"12km NW of Bridgeport, California",earthquake,0.31,1,0.292,29,reviewed,nc,nc
2017-11-04T11:04:22.950Z,38.5616667,-119.5821667,1.08,3.11,ml,30,75,0.24,0.09,nc,nc72918986,2018-07-02T18:47:59.132Z,"32km SW of Smith Valley, Nevada",earthquake,0.22,1.72,0.194,21,reviewed,nc,nc
2017-11-04T06:58:40.690Z,40.0788333,-122.0073333,68.04,2.69,md,23,96,0.158,0.18,nc,nc72918871,2017-11-09T03:55:02.659Z,"10km NE of Los Molinos, California",earthquake,0.65,2.12,0.283,39,reviewed,nc,nc
2017-11-04T06:56:34.530Z,37.4795,-118.4845,6.37,2.85,md,38,100,0.06683,0.05,nc,nc72918861,2018-07-02T18:47:59.305Z,"12km NNW of Dixon Lane-Meadow Creek, California",earthquake,0.27,0.74,0.187,45,reviewed,nc,nc
2017-11-03T23:29:55.380Z,37.481,-118.4853333,6.1,2.91,md,40,80,0.06839,0.04,nc,nc72918671,2018-07-02T18:47:56.011Z,"12km NNW of Dixon Lane-Meadow Creek, California",earthquake,0.19,0.64,0.143,37,reviewed,nc,nc
2017-11-03T23:14:02.670Z,37.4853333,-118.4813333,6.27,2.55,md,30,82,0.06951,0.06,nc,nc72918646,2017-11-06T21:23:03.790Z,"12km NNW of Dixon Lane-Meadow Creek, California",earthquake,0.27,0.67,0.245,28,reviewed,nc,nc
2017-11-03T23:12:40.010Z,37.4813333,-118.4873333,5.82,3.3,ml,43,80,0.0697,0.05,nc,nc72918641,2018-07-02T18:47:55.740Z,"12km NNW of Dixon Lane-Meadow Creek, California",earthquake,0.21,0.81,0.216,25,reviewed,nc,nc
2017-11-03T21:23:57.100Z,37.4803333,-118.4848333,5.95,2.73,md,41,81,0.06763,0.04,nc,nc72918571,2018-07-02T18:47:55.301Z,"12km NNW of Dixon Lane-Meadow Creek, California",earthquake,0.18,0.64,0.251,40,reviewed,nc,nc
2017-11-03T21:22:02.960Z,37.4805,-118.4851667,5.91,2.7,md,44,81,0.06793,0.05,nc,nc72918566,2018-07-02T18:47:54.991Z,"12km NNW of Dixon Lane-Meadow Creek, California",earthquake,0.15,0.59,0.256,36,reviewed,nc,nc
2017-11-03T01:05:55.792Z,37.9615,-118.1251,2.5,3.3,ml,26,79.67,0.406,0.1897,nn,nn00611343,2018-07-02T18:47:52.678Z,"68km NNE of Dixon Lane-Meadow Creek, California",earthquake,,2,0.4,10,reviewed,nn,nn
2017-11-02T17:58:17.480Z,38.05,-118.8031667,0.99,2.92,ml,44,91,0.02394,0.05,nc,nc72917851,2018-07-02T18:47:49.756Z,"43km ESE of Bridgeport, California",earthquake,0.23,0.54,0.131,7,reviewed,nc,nc
2017-11-02T12:01:04.950Z,37.603,-118.8206667,4.51,2.96,md,36,69,0.01458,0.05,nc,nc72917681,2018-01-24T01:25:05.040Z,"14km ESE of Mammoth Lakes, California",earthquake,0.23,0.32,0.152,57,reviewed,nc,nc
2017-11-02T10:03:00.680Z,37.6021667,-118.8208333,4.56,3.05,ml,37,70,0.01379,0.06,nc,nc72917561,2018-07-02T18:47:51.618Z,"14km ESE of Mammoth Lakes, California",earthquake,0.23,0.31,0.192,20,reviewed,nc,nc
2017-11-02T09:43:37.570Z,37.5528333,-121.69,4.24,2.61,md,131,52,0.08071,0.15,nc,nc72917556,2017-11-06T14:12:48.954Z,"15km SSE of Livermore, California",earthquake,0.11,0.41,0.17,99,reviewed,nc,nc
2017-11-02T00:57:30.570Z,37.5526667,-121.6936667,3.45,2.87,md,158,53,0.08167,0.17,nc,nc72917341,2017-11-03T15:33:17.790Z,"15km SSE of Livermore, California",earthquake,0.1,0.41,0.158,139,reviewed,nc,nc
2017-11-01T00:55:40.830Z,41.0696667,-123.5881667,32.71,2.5,md,17,71,0.2233,0.08,nc,nc72916926,2017-11-02T01:54:02.786Z,"14km NNE of Willow Creek, California",earthquake,0.27,1.39,0.187,22,reviewed,nc,nc
2017-10-31T23:51:30.000Z,32.6743333,-115.6568333,13.56,2.73,ml,59,71,0.09305,0.26,ci,ci38034304,2017-12-07T01:15:09.436Z,"12km NNW of Progreso, B.C., MX",earthquake,0.28,0.5,0.249,25,reviewed,ci,ci
2017-10-31T16:29:08.340Z,36.7496667,-121.4673333,8.53,2.76,md,68,32,0.008123,0.11,nc,nc72916681,2017-11-01T05:35:01.635Z,"11km SW of Ridgemark, California",earthquake,0.15,0.22,0.136,101,reviewed,nc,nc
2017-10-31T03:26:45.630Z,36.4515,-120.2931667,6.08,2.78,md,56,118,0.06781,0.17,nc,nc72916466,2017-11-01T00:07:04.911Z,"19km SSW of San Joaquin, California",earthquake,0.45,0.24,0.149,87,reviewed,nc,nc
2017-10-31T03:25:32.930Z,36.4525,-120.2941667,6.65,2.91,md,53,177,0.06886,0.16,nc,nc72916461,2017-10-31T23:52:04.250Z,"19km SSW of San Joaquin, California",earthquake,0.48,0.23,0.173,93,reviewed,nc,nc
2017-10-30T11:55:31.590Z,35.7081667,-121.0401667,9.1,2.72,md,71,54,0.09601,0.08,nc,nc72916276,2017-10-31T16:00:56.550Z,"14km W of Lake Nacimiento, California",earthquake,0.13,0.53,0.183,67,reviewed,nc,nc
2017-10-30T00:45:49.963Z,40.8059,-119.3307,1.1,2.6,ml,11,167.9,0.144,0.2155,nn,nn00610882,2018-07-02T18:47:35.792Z,"25km N of Gerlach-Empire, Nevada",earthquake,,2,0.29,6,reviewed,nn,nn
2017-10-29T20:11:19.020Z,36.5821667,-121.1751667,6.08,3.12,ml,70,30,0.0133,0.06,nc,nc72915961,2018-01-24T01:24:58.040Z,"22km NE of Soledad, California",earthquake,0.1,0.21,0.166,26,reviewed,nc,nc
2017-10-29T15:30:26.000Z,37.4631667,-118.8016667,1,2.86,md,40,73,0.06819,0.05,nc,nc72915866,2017-11-01T05:19:02.606Z,"25km SE of Mammoth Lakes, California",earthquake,0.24,0.93,0.262,57,reviewed,nc,nc
2017-10-28T10:37:25.910Z,36.7518333,-121.4713333,8.65,2.65,md,68,49,0.008462,0.13,nc,nc72915191,2017-10-31T00:06:02.469Z,"11km SW of Ridgemark, California",earthquake,0.17,0.25,0.142,107,reviewed,nc,nc
2017-10-27T07:56:24.900Z,33.3028333,-116.317,11.03,2.84,ml,123,29,0.04828,0.21,ci,ci38031832,2017-10-30T05:21:48.060Z,"8km NE of Borrego Springs, CA",earthquake,0.12,0.29,0.15,181,reviewed,ci,ci
2017-10-27T01:34:07.200Z,38.7908333,-122.7451667,3.69,2.85,md,80,34,0.01005,0.07,nc,nc72914476,2017-10-27T22:50:02.787Z,"1km NNE of The Geysers, California",earthquake,0.08,0.13,0.174,73,reviewed,nc,nc
2017-10-26T23:18:28.670Z,33.4618333,-118.1836667,10.7,3.71,ml,150,86,0.1805,0.24,ci,ci38031656,2018-01-17T21:50:35.040Z,"19km NE of Avalon, CA",earthquake,0.15,0.35,0.167,325,reviewed,ci,ci
2017-10-26T20:38:51.340Z,34.4213333,-120.6785,4.35,4.33,mw,47,218,0.1958,0.25,ci,ci38031584,2018-08-14T14:08:53.509Z,"32km SW of Lompoc, CA",earthquake,0.51,1.08,,5,reviewed,ci,ci
2017-10-26T18:40:17.550Z,37.1203333,-121.5235,7.46,3.43,mw,121,73,0.06506,0.07,nc,nc72914336,2018-01-17T21:50:34.040Z,"8km ENE of San Martin, California",earthquake,0.08,0.24,,3,reviewed,nc,nc
2017-10-26T09:36:30.850Z,36.2861667,-121.7116667,11.87,2.7,md,45,114,0.07333,0.09,nc,nc72914141,2017-10-28T05:43:02.770Z,"24km SSE of Carmel Valley Village, California",earthquake,0.38,0.61,0.146,82,reviewed,nc,nc
2017-10-25T11:36:11.050Z,33.4771667,-116.439,12.28,2.53,ml,101,26,0.04743,0.21,ci,ci38030904,2017-10-26T23:18:00.871Z,"23km ESE of Anza, CA",earthquake,0.13,0.34,0.141,100,reviewed,ci,ci
2017-10-25T11:36:05.100Z,33.5001667,-116.8015,5.49,2.51,ml,112,26,0.0077,0.2,ci,ci38030896,2017-10-26T23:14:02.130Z,"9km NE of Aguanga, CA",earthquake,0.11,0.34,0.16,90,reviewed,ci,ci
2017-10-24T07:00:51.690Z,33.1591667,-118.7178333,4.85,3.9,mw,39,209,0.2292,0.26,ci,ci38030504,2018-01-17T21:50:31.040Z,"18km NW of San Clemente Is. (NW tip), CA",earthquake,0.56,31.61,,6,reviewed,ci,ci
2017-10-24T01:15:43.180Z,34.035,-117.2375,17.6,2.65,ml,161,15,0.0322,0.19,ci,ci38030448,2017-10-26T22:37:05.255Z,"3km SE of Loma Linda, CA",earthquake,0.11,0.23,0.177,173,reviewed,ci,ci
2017-10-23T18:52:42.760Z,34.2786667,-117.1318333,5.82,2.63,ml,112,25,0.097,0.14,ci,ci38030304,2017-10-26T23:10:25.199Z,"6km ENE of Lake Arrowhead, CA",earthquake,0.09,0.41,0.17,152,reviewed,ci,ci
2017-10-23T09:55:13.210Z,37.4941667,-118.8351667,0.93,2.64,md,33,69,0.09581,0.06,nc,nc72912966,2017-10-23T23:31:02.197Z,"20km SE of Mammoth Lakes, California",earthquake,0.22,1.13,0.215,30,reviewed,nc,nc
2017-10-22T17:23:04.600Z,36.6571667,-121.2758333,3.83,2.68,md,61,59,0.05578,0.06,nc,nc72912781,2017-10-23T21:33:05.306Z,"19km SSE of Ridgemark, California",earthquake,0.15,0.61,0.154,88,reviewed,nc,nc
2017-10-21T18:33:49.620Z,34.42,-120.0025,0.54,3.06,ml,45,70,0.1323,0.28,ci,ci38029344,2018-01-11T02:22:10.040Z,"13km W of Isla Vista, CA",earthquake,0.28,0.51,0.125,228,reviewed,ci,ci
2017-10-21T00:50:04.670Z,36.1546667,-120.2293333,10.39,2.83,md,78,56,0.1346,0.08,nc,nc72912066,2017-10-21T05:41:02.117Z,"11km E of Coalinga, California",earthquake,0.19,0.35,0.154,95,reviewed,nc,nc
2017-10-20T19:47:33.360Z,33.4918333,-116.8006667,4.41,2.64,ml,114,15,0.02048,0.22,ci,ci38028888,2017-10-26T22:19:53.576Z,"8km NE of Aguanga, CA",earthquake,0.11,0.31,0.152,117,reviewed,ci,ci
2017-10-20T19:32:07.950Z,33.494,-116.8016667,4.4,2.57,ml,104,21,0.01835,0.22,ci,ci38028880,2017-10-26T23:41:45.489Z,"8km NE of Aguanga, CA",earthquake,0.11,0.33,0.167,112,reviewed,ci,ci
2017-10-20T15:02:43.090Z,40.176,-121.0673333,5.61,2.56,md,21,79,0.1921,0.08,nc,nc72911926,2017-10-23T18:22:47.057Z,"10km WNW of Greenville, California",earthquake,0.27,1.68,0.183,53,reviewed,nc,nc
2017-10-19T18:11:53.360Z,38.7638333,-122.7188333,1.29,2.63,md,60,35,0.005216,0.08,nc,nc72911646,2017-10-20T06:05:03.857Z,"3km ESE of The Geysers, California",earthquake,0.11,0.11,0.245,49,reviewed,nc,nc
2017-10-19T16:02:17.290Z,37.9753333,-118.6655,1.89,2.91,md,41,73,0.3032,0.06,nc,nc72911606,2018-07-02T18:46:45.876Z,"45km NE of Mammoth Lakes, California",earthquake,0.27,3.84,0.219,33,reviewed,nc,nc
2017-10-19T14:12:28.410Z,36.4698333,-121.0485,7.69,2.52,md,52,99,0.0509,0.05,nc,nc72911576,2017-10-20T08:17:50.816Z,"24km NE of Greenfield, California",earthquake,0.11,0.26,0.214,71,reviewed,nc,nc
2017-10-19T11:45:32.740Z,36.4728333,-121.0506667,7.96,3.49,mw,74,110,0.05437,0.07,nc,nc72911526,2018-01-11T02:22:07.040Z,"24km NE of Greenfield, California",earthquake,0.14,0.25,,5,reviewed,nc,nc
2017-10-19T07:44:17.380Z,37.9793333,-118.666,4.52,3.04,ml,44,74,0.2998,0.07,nc,nc72911391,2018-07-02T18:46:45.486Z,"45km NE of Mammoth Lakes, California",earthquake,0.22,6.5,0.278,8,reviewed,nc,nc
2017-10-19T07:20:36.440Z,38.051,-118.8038333,3.97,2.57,md,37,79,0.3091,0.07,nc,nc72911381,2018-07-02T18:46:45.262Z,"43km ESE of Bridgeport, California",earthquake,0.21,7.73,0.129,28,reviewed,nc,nc
2017-10-18T11:28:44.940Z,38.7695,-122.7206667,1.74,2.54,md,64,27,0.004617,0.06,nc,nc72910936,2017-10-18T20:48:02.296Z,"3km ESE of The Geysers, California",earthquake,0.11,0.14,0.259,50,reviewed,nc,nc
2017-10-18T10:06:00.220Z,33.1355,-116.6601667,2.67,3.44,mw,147,18,0.04469,0.24,ci,ci38027432,2018-01-11T02:22:06.040Z,"8km NW of Julian, CA",earthquake,0.11,0.28,,4,reviewed,ci,ci
2017-10-18T07:05:51.820Z,38.3803333,-122.6331667,6.62,2.65,md,89,37,0.02504,0.14,nc,nc72910806,2018-07-02T21:45:17.406Z,"7km NE of Rohnert Park, California",earthquake,0.14,0.23,0.153,66,reviewed,nc,nc
2017-10-17T21:46:37.560Z,38.7765,-122.7453333,-0.02,2.69,md,69,43,0.009514,0.1,nc,nc72910441,2017-10-26T21:19:47.372Z,"0km E of The Geysers, California",earthquake,0.12,0.19,0.235,53,reviewed,nc,nc
2017-10-17T12:05:40.980Z,33.1341667,-116.6556667,2.73,3.07,ml,135,22,0.0426,0.23,ci,ci38026664,2018-01-11T02:22:04.040Z,"8km NW of Julian, CA",earthquake,0.12,0.27,0.139,268,reviewed,ci,ci
2017-10-17T11:45:42.890Z,37.6538333,-118.8545,5.61,2.68,md,31,57,0.02167,0.04,nc,nc72910186,2018-07-02T18:46:37.428Z,"10km E of Mammoth Lakes, California",earthquake,0.28,0.41,0.156,26,reviewed,nc,nc
2017-10-15T13:20:01.690Z,32.84,-115.627,14.53,2.99,ml,59,32,0.07374,0.29,ci,ci38025520,2019-01-22T08:39:15.220Z,"5km W of Imperial, CA",earthquake,0.23,0.42,0.114,108,reviewed,ci,ci
2017-10-14T05:58:28.690Z,37.621,-119.3766667,22.35,2.56,md,28,319,0.236,0.05,nc,nc72908736,2017-10-17T00:31:02.839Z,"22km SE of Yosemite Valley, California",earthquake,1.26,0.52,0.231,27,reviewed,nc,nc
2017-10-14T02:55:32.901Z,37.9742,-118.1277,9.6,2.8,ml,41,50.68,0.406,0.1632,nn,nn00609203,2018-07-02T18:46:24.243Z,"69km NNE of Dixon Lane-Meadow Creek, California",earthquake,,1.1,0.26,20,reviewed,nn,nn
2017-10-13T23:10:32.130Z,39.2846667,-123.2341667,1.39,3.94,mw,50,61,0.09441,0.05,nc,nc72908631,2018-01-09T02:14:59.040Z,"3km NW of Redwood Valley, California",earthquake,0.09,0.51,,5,reviewed,nc,nc
2017-10-13T11:32:28.380Z,36.9898333,-121.466,5.48,2.52,md,76,48,0.03845,0.12,nc,nc72908391,2018-01-24T06:30:58.508Z,"9km E of Gilroy, California",earthquake,0.14,0.37,0.15,75,reviewed,nc,nc
2017-10-13T11:13:53.540Z,36.9808333,-121.6455,6.06,2.93,ml,125,38,0.05155,0.2,nc,nc72908386,2018-01-24T06:19:29.036Z,"7km WSW of Gilroy, California",earthquake,0.17,0.41,0.12,33,reviewed,nc,nc
2017-10-13T02:13:04.380Z,37.6291667,-121.695,5.16,2.69,md,112,39,0.04361,0.12,nc,nc72908121,2017-10-14T06:59:02.381Z,"8km SE of Livermore, California",earthquake,0.09,0.18,0.164,87,reviewed,nc,nc
2017-10-12T18:26:23.440Z,38.7976667,-122.8105,3.21,2.55,md,51,27,0.01571,0.07,nc,nc72908026,2017-10-13T04:16:03.854Z,"5km WNW of The Geysers, California",earthquake,0.14,0.23,0.216,42,reviewed,nc,nc
2017-10-11T11:46:26.068Z,38.2544,-118.7112,8.1,2.6,ml,40,36.33,0.162,0.1387,nn,nn00608849,2018-07-02T18:46:16.495Z,"30km SSW of Hawthorne, Nevada",earthquake,,1.4,0.24,16,reviewed,nn,nn
2017-10-11T07:58:03.517Z,38.8352,-116.7143,12.5,3.3,ml,19,96.26,0.364,0.1203,nn,nn00608840,2018-07-02T18:46:14.580Z,"76km NNW of Warm Springs, Nevada",earthquake,,2.6,0.32,9,reviewed,nn,nn
2017-10-11T03:01:25.872Z,41.982,-118.5809,11.1,3.5,ml,7,204.63,0.454,0.2261,nn,nn00608832,2018-07-02T18:46:12.313Z,"4km NE of Denio Junction, Nevada",earthquake,,4.6,0.26,4,reviewed,nn,nn
2017-10-10T21:28:19.060Z,32.9555,-115.5373333,11.57,3.12,ml,49,75,0.05736,0.28,ci,ci38022776,2018-01-09T02:14:54.040Z,"3km SSW of Brawley, CA",earthquake,0.25,0.42,0.159,198,reviewed,ci,ci
2017-10-10T13:01:37.980Z,33.4991667,-116.8013333,5.51,2.5,ml,115,30,0.008447,0.21,ci,ci38022512,2017-10-26T22:53:44.275Z,"9km NE of Aguanga, CA",earthquake,0.11,0.32,0.135,142,reviewed,ci,ci
2017-10-10T06:43:27.660Z,36.9300003,-118.9840012,2.29,2.7,md,6,228,0.5419,0.3,nc,nc72906876,2017-10-13T03:16:02.708Z,"31km NE of Squaw Valley, California",earthquake,8.85,23.59,0.78,4,reviewed,nc,nc
2017-10-10T03:16:39.480Z,38.4133333,-122.6188333,5.88,2.92,md,103,33,0.03024,0.11,nc,nc72906831,2017-10-16T16:28:57.099Z,"6km W of Kenwood, California",earthquake,0.1,0.19,0.155,93,reviewed,nc,nc
2017-10-10T00:53:18.270Z,37.3135,-121.672,9.69,4.09,mw,243,23,0.0366,0.16,nc,nc72906781,2018-04-16T19:28:14.135Z,"14km ESE of Alum Rock, California",earthquake,0.1,0.2,,6,reviewed,nc,nc
2017-10-10T00:14:45.820Z,33.491,-116.7978333,3.88,2.57,ml,87,27,0.01659,0.19,ci,ci38022200,2017-10-26T22:32:20.622Z,"8km NE of Aguanga, CA",earthquake,0.15,0.35,0.143,26,reviewed,ci,ci
2017-10-09T15:23:07.860Z,36.6753333,-121.3006667,3.77,2.66,md,55,70,0.05882,0.05,nc,nc72906621,2017-10-14T18:44:35.445Z,"16km SSE of Ridgemark, California",earthquake,0.12,0.4,0.175,84,reviewed,nc,nc
2017-10-09T14:39:44.713Z,38.2502,-118.7112,7.7,2.9,ml,38,34.99,0.162,0.1833,nn,nn00608570,2018-07-02T18:45:24.079Z,"31km SSW of Hawthorne, Nevada",earthquake,,2.5,0.24,8,reviewed,nn,nn
2017-10-09T10:40:26.850Z,33.4343333,-119.1006667,10.94,2.86,ml,30,109,0.07497,0.27,ci,ci38021952,2017-10-26T22:45:37.201Z,"6km SW of Santa Barbara Is., CA",earthquake,0.42,0.7,0.115,94,reviewed,ci,ci
2017-10-09T09:10:59.290Z,40.3351667,-124.3331667,17.58,2.75,md,15,219,0.1403,0.08,nc,nc72906461,2017-10-10T22:47:03.018Z,"26km SW of Rio Dell, California",earthquake,0.51,0.29,0.216,33,reviewed,nc,nc
2017-10-09T06:39:48.230Z,34.0406667,-117.2388333,18.05,2.95,ml,176,15,0.01306,0.19,ci,ci38021888,2018-01-26T15:26:36.632Z,"2km ESE of Loma Linda, CA",earthquake,0.11,0.19,0.148,229,reviewed,ci,ci
2017-10-08T22:45:35.420Z,37.584,-118.808,10.24,2.91,md,45,119,0.01782,0.05,nc,nc72906231,2017-10-11T03:34:03.090Z,"16km ESE of Mammoth Lakes, California",earthquake,0.21,0.44,0.162,38,reviewed,nc,nc
2017-10-08T01:40:15.730Z,36.8473333,-121.5766667,5.85,2.83,md,74,34,0.01607,0.1,nc,nc72905891,2018-04-16T19:09:38.929Z,"3km W of San Juan Bautista, California",earthquake,0.12,0.25,0.156,94,reviewed,nc,nc
2017-10-08T01:10:45.592Z,41.8912,-119.6568,13.8,3.5,ml,14,77.48,0.12,0.2293,nn,nn00608431,2018-07-02T18:45:13.052Z,"65km ESE of Lakeview, Oregon",earthquake,,2,0.23,8,reviewed,nn,nn
2017-10-07T17:27:58.850Z,36.5838333,-121.1331667,8.91,2.59,md,62,61,0.04668,0.08,nc,nc72905766,2017-10-11T09:38:03.962Z,"24km NE of Soledad, California",earthquake,0.15,0.31,0.158,69,reviewed,nc,nc
2017-10-05T23:07:47.710Z,37.472,-118.8105,6.12,2.81,md,47,71,0.07238,0.05,nc,nc72905011,2017-10-06T04:43:03.497Z,"24km SE of Mammoth Lakes, California",earthquake,0.23,0.68,0.156,45,reviewed,nc,nc
2017-10-05T13:18:38.050Z,33.1796667,-116.0106667,8.09,2.55,ml,82,36,0.1023,0.2,ci,ci38019464,2017-10-26T22:21:37.362Z,"12km ENE of Ocotillo Wells, CA",earthquake,0.13,0.85,0.162,106,reviewed,ci,ci
2017-10-05T11:46:53.350Z,38.7913333,-122.8035,3.29,2.64,md,68,28,0.01232,0.07,nc,nc72904681,2017-10-06T05:29:02.596Z,"4km WNW of The Geysers, California",earthquake,0.1,0.17,0.182,55,reviewed,nc,nc
2017-10-05T08:07:36.940Z,40.6168333,-123.472,21.52,2.52,md,25,39,0.1581,0.08,nc,nc72904646,2017-10-06T03:58:03.488Z,"25km WNW of Hayfork, California",earthquake,0.2,0.38,0.141,46,reviewed,nc,nc
2017-10-05T03:56:46.240Z,38.8138333,-122.792,3.02,2.61,md,56,27,0.0064,0.07,nc,nc72904521,2017-10-06T04:13:03.434Z,"5km NW of The Geysers, California",earthquake,0.12,0.21,0.184,59,reviewed,nc,nc
2017-10-04T15:58:38.170Z,36.8815,-121.6093333,6.65,2.71,md,70,45,0.01424,0.08,nc,nc72904166,2017-10-10T01:21:24.279Z,"3km ESE of Aromas, California",earthquake,0.13,0.2,0.16,111,reviewed,nc,nc
2017-10-03T16:03:02.120Z,36.7508333,-121.4643333,7.57,2.58,md,56,60,0.01066,0.1,nc,nc72903666,2017-10-04T18:23:12.502Z,"11km SW of Ridgemark, California",earthquake,0.15,0.22,0.161,75,reviewed,nc,nc
2017-10-02T16:18:06.740Z,37.4536667,-118.829,2.61,3.02,ml,46,79,0.0919,0.05,nc,nc72903146,2018-07-02T18:44:52.733Z,"25km SSE of Mammoth Lakes, California",earthquake,0.23,0.87,0.321,7,reviewed,nc,nc
2017-10-01T23:49:20.242Z,37.1971,-114.7954,7.1,2.5,ml,32,83.71,0.292,0.193,nn,nn00607841,2018-07-02T18:44:50.861Z,"37km ESE of Alamo, Nevada",earthquake,,1.4,0.27,17,reviewed,nn,nn
2017-09-30T20:51:31.550Z,38.5581667,-122.2745,6.21,2.5,md,72,83,0.03828,0.17,nc,nc72902471,2017-10-04T17:44:03.942Z,"15km E of Angwin, California",earthquake,0.2,0.75,0.255,55,reviewed,nc,nc
2017-09-29T23:59:30.740Z,33.1728333,-116.0461667,9.13,2.71,ml,107,33,0.1183,0.21,ci,ci38015152,2017-10-26T23:12:23.523Z,"9km ENE of Ocotillo Wells, CA",earthquake,0.13,0.54,0.201,26,reviewed,ci,ci
2017-09-29T21:21:44.700Z,38.6431667,-122.3526667,5.77,2.87,md,97,59,0.1262,0.15,nc,nc72901891,2017-10-02T23:07:16.399Z,"11km NE of Angwin, California",earthquake,0.16,0.78,0.19,101,reviewed,nc,nc
2017-09-29T13:50:23.860Z,33.67,-118.2701667,4.47,2.51,ml,58,78,0.04688,0.31,ci,ci38014568,2017-10-26T22:22:04.564Z,"8km SSE of San Pedro, CA",earthquake,0.43,0.75,0.194,118,reviewed,ci,ci
2017-09-29T13:45:24.780Z,37.6061667,-118.822,4.07,2.76,md,39,60,0.01707,0.03,nc,nc72901546,2017-09-30T13:05:44.239Z,"14km ESE of Mammoth Lakes, California",earthquake,0.19,0.27,0.221,43,reviewed,nc,nc
2017-09-29T06:05:30.490Z,37.5055,-118.8355,1.65,3.34,ml,46,67,0.08453,0.06,nc,nc72901146,2018-07-02T18:44:39.652Z,"19km SE of Mammoth Lakes, California",earthquake,0.17,0.56,0.252,26,reviewed,nc,nc
2017-09-28T11:37:57.940Z,38.8401667,-122.8253333,1.73,2.75,md,74,25,0.008085,0.05,nc,nc72900446,2017-09-29T21:30:26.794Z,"9km WNW of Cobb, California",earthquake,0.1,0.13,0.227,92,reviewed,nc,nc
2017-09-27T04:48:35.700Z,34.4215,-119.3723333,3.6,2.62,ml,52,72,0.06558,0.29,ci,ci38011720,2018-10-08T22:02:30.901Z,"12km WSW of Ojai, CA",earthquake,0.27,0.73,0.141,92,reviewed,ci,ci
2017-09-26T21:53:19.119Z,38.7826,-119.6217,6.1,2.8,ml,37,45.38,0.112,0.1648,nn,nn00607136,2018-07-02T18:44:25.275Z,"15km SE of Gardnerville Ranchos, Nevada",earthquake,,2.1,0.28,17,reviewed,nn,nn
2017-09-26T15:17:53.310Z,37.6035,-118.821,4.3,2.73,md,47,51,0.01491,0.05,nc,nc72899236,2018-07-02T18:44:24.752Z,"14km ESE of Mammoth Lakes, California",earthquake,0.18,0.27,0.241,49,reviewed,nc,nc
2017-09-26T08:40:06.317Z,38.3639,-118.8962,6.2,3.5,ml,60,47.96,0.008,0.1749,nn,nn00607053,2018-07-02T18:44:26.155Z,"29km SW of Hawthorne, Nevada",earthquake,,0.7,0.43,18,reviewed,nn,nn
2017-09-25T08:56:53.580Z,39.0988,-118.1098,9.7,2.5,ml,,111,0.051,0.46,us,us2000au7h,2018-04-18T22:58:06.502Z,"30km NNW of Gabbs, Nevada",earthquake,1.5,6.2,0.28,10,reviewed,nn,nn
2017-09-24T05:04:31.590Z,34.6111667,-120.7088333,-0.32,2.54,ml,30,196,0.1801,0.26,ci,ci38009064,2017-10-26T21:30:09.985Z,"23km SW of Vandenberg Air Force Base, CA",earthquake,0.73,0.78,0.137,34,reviewed,ci,ci
2017-09-23T19:54:06.140Z,40.4943333,-124.3961667,25.08,2.51,md,25,226,0.04852,0.07,nc,nc72897586,2017-09-26T23:10:03.945Z,"14km SW of Ferndale, California",earthquake,0.65,0.74,0.265,28,reviewed,nc,nc
2017-09-23T16:38:09.590Z,33.4983333,-116.8015,5.63,2.68,ml,121,16,0.008931,0.23,ci,ci38008672,2017-10-26T21:38:10.858Z,"8km NE of Aguanga, CA",earthquake,0.11,0.43,0.135,146,reviewed,ci,ci
2017-09-22T23:17:19.050Z,40.4953333,-124.4173333,26.88,3.91,mw,21,235,0.06402,0.09,nc,nc72897116,2017-12-19T01:54:12.040Z,"15km SW of Ferndale, California",earthquake,1.13,0.66,,4,reviewed,nc,nc
2017-09-22T23:17:02.600Z,36.5365,-121.119,3.92,2.5,md,60,52,0.06888,0.06,nc,nc72897111,2017-09-23T15:03:43.715Z,"22km NE of Soledad, California",earthquake,0.1,0.39,0.213,69,reviewed,nc,nc
2017-09-22T10:43:22.610Z,36.7388,-115.5007,7.5,2.6,ml,32,49.47,0.362,0.2056,nn,nn00606454,2018-07-02T18:44:06.683Z,"67km NW of Nellis Air Force Base, Nevada",earthquake,,2.3,0.33,19,reviewed,nn,nn
2017-09-22T00:37:40.680Z,34.7306667,-120.1718333,1.72,2.86,ml,43,44,0.08918,0.17,ci,ci38007600,2017-10-26T21:28:48.951Z,"9km NW of Los Olivos, CA",earthquake,0.17,0.33,0.152,24,reviewed,ci,ci
2017-09-21T21:09:28.100Z,39.7645,-119.6985,7.3,2.6,ml,35,92,0.2,0.204,nn,nn00606357,2018-07-02T18:44:02.135Z,"12km N of Spanish Springs, Nevada",earthquake,,2.6,0.43,12,reviewed,nn,nn
